"traceabilityId","nativeEvidenceId","binary","nativeAddress","nativeLabel","nexusArea","nexusArtifactKind","nexusPath","nexusSymbol","implementationStatus","tests","findingPath","residualRisk","lastReviewed"
"TRACE-OPCSERVERSERVEROWNEDCOMMODITYORDERS064C","OPC-SERVER-SERVEROWNEDCOMMODITYORDERS-064C","WildStar64.exe","","ServerOwnedCommodityOrders","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Marketplace/ServerOwnedCommodityOrders.cs","ServerOwnedCommodityOrders","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVEROWNEDITEMAUCTIONS064D","OPC-SERVER-SERVEROWNEDITEMAUCTIONS-064D","WildStar64.exe","","ServerOwnedItemAuctions","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Marketplace/ServerOwnedItemAuctions.cs","ServerOwnedItemAuctions","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERP2PTRADEINVITE0193","OPC-SERVER-SERVERP2PTRADEINVITE-0193","WildStar64.exe","","ServerP2PTradeInvite","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerP2PTradeInvite.cs","ServerP2PTradeInvite","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERP2PTRADEITEMREMOVED0195","OPC-SERVER-SERVERP2PTRADEITEMREMOVED-0195","WildStar64.exe","","ServerP2PTradeItemRemoved","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerP2PTradeItemRemoved.cs","ServerPTPTradeItemRemoved","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERP2PTRADERESULT0196","OPC-SERVER-SERVERP2PTRADERESULT-0196","WildStar64.exe","","ServerP2PTradeResult","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerP2PTradeResult.cs","ServerP2PTradeResult","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERP2PTRADEUPDATEITEM018E","OPC-SERVER-SERVERP2PTRADEUPDATEITEM-018E","WildStar64.exe","","ServerP2PTradeUpdateItem","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerP2PTradeUpdateItem.cs","ServerP2PTradeUpdateItem","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERP2PTRADEUPDATEMONEY0198","OPC-SERVER-SERVERP2PTRADEUPDATEMONEY-0198","WildStar64.exe","","ServerP2PTradeUpdateMoney","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerP2PTradeUpdateMoney.cs","ServerP2PTradeUpdateMoney","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHCHANGERESULT06B3","OPC-SERVER-SERVERPATHCHANGERESULT-06B3","WildStar64.exe","","ServerPathChangeResult","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathChangeResult.cs","ServerPathChangeResult","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHEPISODEPROGRESS06B5","OPC-SERVER-SERVERPATHEPISODEPROGRESS-06B5","WildStar64.exe","","ServerPathEpisodeProgress","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathEpisodeProgress.cs","ServerPathEpisodeProgress","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHEXPLORERPOWERMAPENTERED00F6","OPC-SERVER-SERVERPATHEXPLORERPOWERMAPENTERED-00F6","WildStar64.exe","","ServerPathExplorerPowerMapEntered","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathExplorerPowerMapEntered.cs","ServerPathExplorerPowerMapEntered","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHEXPLORERPOWERMAPEXITED00F7","OPC-SERVER-SERVERPATHEXPLORERPOWERMAPEXITED-00F7","WildStar64.exe","","ServerPathExplorerPowerMapExited","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathExplorerPowerMapExited.cs","ServerPathExplorerPowerMapExited","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHEXPLORERPOWERMAPFAILED00F8","OPC-SERVER-SERVERPATHEXPLORERPOWERMAPFAILED-00F8","WildStar64.exe","","ServerPathExplorerPowerMapFailed","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathExplorerPowerMapFailed.cs","ServerPathExplorerPowerMapFailed","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHEXPLORERPOWERMAPSTARTED00F5","OPC-SERVER-SERVERPATHEXPLORERPOWERMAPSTARTED-00F5","WildStar64.exe","","ServerPathExplorerPowerMapStarted","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathExplorerPowerMapStarted.cs","ServerPathExplorerPowerMapStarted","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHEXPLORERPOWERMAPWAITING00FA","OPC-SERVER-SERVERPATHEXPLORERPOWERMAPWAITING-00FA","WildStar64.exe","","ServerPathExplorerPowerMapWaiting","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathExplorerPowerMapWaiting.cs","ServerPathExplorerPowerMapWaiting","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHEXPLORERSCAVENGERHUNTCLUEADDUNITLIST06B9","OPC-SERVER-SERVERPATHEXPLORERSCAVENGERHUNTCLUEADDUNITLIST-06B9","WildStar64.exe","","ServerPathExplorerScavengerHuntClueAddUnitList","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathExplorerScavengerHuntClueAddUnitList.cs","ServerPathExplorerScavengerHuntClueAddUnitList","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHEXPLORERSCAVENGERHUNTCLUEADDWORLDLOCATION06B8","OPC-SERVER-SERVERPATHEXPLORERSCAVENGERHUNTCLUEADDWORLDLOCATION-06B8","WildStar64.exe","","ServerPathExplorerScavengerHuntClueAddWorldLocation","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathExplorerScavengerHuntClueAddWorldLocation.cs","ServerPathExplorerScavengerHuntClueAddWorldLocation","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHEXPLORERSCAVENGERHUNTCLUEREMOVEBYCLUEID06B7","OPC-SERVER-SERVERPATHEXPLORERSCAVENGERHUNTCLUEREMOVEBYCLUEID-06B7","WildStar64.exe","","ServerPathExplorerScavengerHuntClueRemoveByClueId","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathExplorerScavengerHuntClueRemoveByClueId.cs","ServerPathExplorerScavengerHuntClueRemoveByClueId","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHEXPLORERSCAVENGERHUNTCLUEREMOVEBYCLUEIDANDUNITID06B6","OPC-SERVER-SERVERPATHEXPLORERSCAVENGERHUNTCLUEREMOVEBYCLUEIDANDUNITID-06B6","WildStar64.exe","","ServerPathExplorerScavengerHuntClueRemoveByClueIdAndUnitId","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathExplorerScavengerHuntClueRemoveByClueIdAndUnitId.cs","ServerPathExplorerScavengerHuntClueRemoveByClueIdAndUnitId","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHINITIALISE06BC","OPC-SERVER-SERVERPATHINITIALISE-06BC","WildStar64.exe","","ServerPathInitialise","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathInitialise.cs","ServerPathInitialise","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHMISSIONACTIVATE06BA","OPC-SERVER-SERVERPATHMISSIONACTIVATE-06BA","WildStar64.exe","","ServerPathMissionActivate","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathMissionActivate.cs","ServerPathMissionActivate","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHMISSIONADVANCED00F4","OPC-SERVER-SERVERPATHMISSIONADVANCED-00F4","WildStar64.exe","","ServerPathMissionAdvanced","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathMissionAdvanced.cs","ServerPathMissionAdvanced","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHMISSIONAUXEMPTY0160","OPC-SERVER-SERVERPATHMISSIONAUXEMPTY-0160","WildStar64.exe","","ServerPathMissionAuxEmpty","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerClusterAuxPackets.cs","ServerPathMissionAuxEmpty","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHMISSIONUPDATE06BB","OPC-SERVER-SERVERPATHMISSIONUPDATE-06BB","WildStar64.exe","","ServerPathMissionUpdate","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathMissionUpdate.cs","ServerPathMissionUpdate","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHREFRESH06B4","OPC-SERVER-SERVERPATHREFRESH-06B4","WildStar64.exe","","ServerPathRefresh","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathRefresh.cs","ServerPathRefresh","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSCIENTISTADDCREATUREINFOTOCREATURE08B2","OPC-SERVER-SERVERPATHSCIENTISTADDCREATUREINFOTOCREATURE-08B2","WildStar64.exe","","ServerPathScientistAddCreatureInfoToCreature","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathScientistAddCreatureInfoToCreature.cs","ServerPathScientistAddCreatureInfoToCreature","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSCIENTISTADDFIELDSTUDYTOCREATURE08B5","OPC-SERVER-SERVERPATHSCIENTISTADDFIELDSTUDYTOCREATURE-08B5","WildStar64.exe","","ServerPathScientistAddFieldStudyToCreature","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathScientistAddFieldStudyToCreature.cs","ServerPathScientistAddFieldStudyToCreature","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSCIENTISTADDSPECIMENSURVEYTOCREATURE08B4","OPC-SERVER-SERVERPATHSCIENTISTADDSPECIMENSURVEYTOCREATURE-08B4","WildStar64.exe","","ServerPathScientistAddSpecimenSurveyToCreature","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathScientistAddSpecimenSurveyToCreature.cs","ServerPathScientistAddSpecimenSurveyToCreature","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSCIENTISTAUXUINT320181","OPC-SERVER-SERVERPATHSCIENTISTAUXUINT32-0181","WildStar64.exe","","ServerPathScientistAuxUInt32","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerClusterAuxPackets.cs","ServerPathScientistAuxUInt32","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSCIENTISTEXPERIMENTATIONINVOKE0667","OPC-SERVER-SERVERPATHSCIENTISTEXPERIMENTATIONINVOKE-0667","WildStar64.exe","","ServerPathScientistExperimentationInvoke","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathScientistExperimentationInvoke.cs","ServerPathScientistExperimentationInvoke","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSCIENTISTSCANBOTSTATE0669","OPC-SERVER-SERVERPATHSCIENTISTSCANBOTSTATE-0669","WildStar64.exe","","ServerPathScientistScanbotState","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathScientistScanbotState.cs","ServerPathScientistScanbotState","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSCIENTISTUNITSCANPARAMETERS08B3","OPC-SERVER-SERVERPATHSCIENTISTUNITSCANPARAMETERS-08B3","WildStar64.exe","","ServerPathScientistUnitScanParameters","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathScientistUnitScanParameters.cs","ServerPathScientistUnitScanParameters","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSETCURRENTEPISODE06BF","OPC-SERVER-SERVERPATHSETCURRENTEPISODE-06BF","WildStar64.exe","","ServerPathSetCurrentEpisode","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathCurrentEpisode.cs","ServerPathSetCurrentEpisode","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSETTLERADDIMPROVEMENTINFOTOUNIT08B6","OPC-SERVER-SERVERPATHSETTLERADDIMPROVEMENTINFOTOUNIT-08B6","WildStar64.exe","","ServerPathSettlerAddImprovementInfoToUnit","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSettlerAddImprovementInfoToUnit.cs","ServerPathSettlerAddImprovementInfoToUnit","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSETTLERBUILDINVOKE066D","OPC-SERVER-SERVERPATHSETTLERBUILDINVOKE-066D","WildStar64.exe","","ServerPathSettlerBuildInvoke","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSettlerBuildInvoke.cs","ServerPathSettlerBuildInvoke","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSETTLERBUILDRESULT066C","OPC-SERVER-SERVERPATHSETTLERBUILDRESULT-066C","WildStar64.exe","","ServerPathSettlerBuildResult","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSettlerBuildResult.cs","ServerPathSettlerBuildResult","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSETTLERBUILDSTATUS0671","OPC-SERVER-SERVERPATHSETTLERBUILDSTATUS-0671","WildStar64.exe","","ServerPathSettlerBuildStatus","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSettlerBuildStatus.cs","ServerPathSettlerBuildStatus","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSETTLERBUILDSTATUSLIST066E","OPC-SERVER-SERVERPATHSETTLERBUILDSTATUSLIST-066E","WildStar64.exe","","ServerPathSettlerBuildStatusList","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSettlerBuildStatusList.cs","ServerPathSettlerBuildStatusList","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSETTLERHUBREWARD066F","OPC-SERVER-SERVERPATHSETTLERHUBREWARD-066F","WildStar64.exe","","ServerPathSettlerHubReward","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSettlerHubReward.cs","ServerPathSettlerHubReward","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSETTLERHUBUPDATE08B7","OPC-SERVER-SERVERPATHSETTLERHUBUPDATE-08B7","WildStar64.exe","","ServerPathSettlerHubUpdate","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSettlerHubUpdate.cs","ServerPathSettlerHubUpdate","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSETTLERINFRASTRUCTURECOMPLETE0673","OPC-SERVER-SERVERPATHSETTLERINFRASTRUCTURECOMPLETE-0673","WildStar64.exe","","ServerPathSettlerInfrastructureComplete","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSettlerInfrastructureComplete.cs","ServerPathSettlerInfrastructureComplete","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSETTLERINFRASTRUCTURESTARTED0675","OPC-SERVER-SERVERPATHSETTLERINFRASTRUCTURESTARTED-0675","WildStar64.exe","","ServerPathSettlerInfrastructureStarted","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSettlerInfrastructureStarted.cs","ServerPathSettlerInfrastructureStarted","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSETTLERINFRASTRUCTUREUPDATED0674","OPC-SERVER-SERVERPATHSETTLERINFRASTRUCTUREUPDATED-0674","WildStar64.exe","","ServerPathSettlerInfrastructureUpdated","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSettlerInfrastructureUpdated.cs","ServerPathSettlerInfrastructureUpdated","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSETTLERNOTIFYUSE0672","OPC-SERVER-SERVERPATHSETTLERNOTIFYUSE-0672","WildStar64.exe","","ServerPathSettlerNotifyUse","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSettlerNotifyUse.cs","ServerPathSettlerNotifyUse","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSOLDIERADDTOWERDEFENSE0681","OPC-SERVER-SERVERPATHSOLDIERADDTOWERDEFENSE-0681","WildStar64.exe","","ServerPathSoldierAddTowerDefense","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSoldierAddTowerDefense.cs","ServerPathSoldierAddTowerDefense","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSOLDIERBUILDCREDITS0680","OPC-SERVER-SERVERPATHSOLDIERBUILDCREDITS-0680","WildStar64.exe","","ServerPathSoldierBuildCredits","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSoldierBuildCredits.cs","ServerPathSoldierBuildCredits","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSOLDIERHOLDOUTDEATH067F","OPC-SERVER-SERVERPATHSOLDIERHOLDOUTDEATH-067F","WildStar64.exe","","ServerPathSoldierHoldoutDeath","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSoldierHoldoutDeath.cs","ServerPathSoldierHoldoutDeath","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSOLDIERHOLDOUTEND067C","OPC-SERVER-SERVERPATHSOLDIERHOLDOUTEND-067C","WildStar64.exe","","ServerPathSoldierHoldoutEnd","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSoldierHoldoutEnd.cs","ServerPathSoldierHoldoutEnd","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSOLDIERHOLDOUTNEXTWAVE0679","OPC-SERVER-SERVERPATHSOLDIERHOLDOUTNEXTWAVE-0679","WildStar64.exe","","ServerPathSoldierHoldOutNextWave","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSoldierHoldOutNextWave.cs","ServerPathSoldierHoldOutNextWave","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSOLDIERHOLDOUTSTATUS067B","OPC-SERVER-SERVERPATHSOLDIERHOLDOUTSTATUS-067B","WildStar64.exe","","ServerPathSoldierHoldoutStatus","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSoldierHoldoutStatus.cs","ServerPathSoldierHoldoutStatus","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSOLDIERSOLDIERBUILDINVOKE0676","OPC-SERVER-SERVERPATHSOLDIERSOLDIERBUILDINVOKE-0676","WildStar64.exe","","ServerPathSoldierSoldierBuildInvoke","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSoldierSoldierBuildInvoke.cs","ServerPathSoldierSoldierBuildInvoke","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERPATHSOLDIERTOWERDEFENSEUNITREMOVE067A","OPC-SERVER-SERVERPATHSOLDIERTOWERDEFENSEUNITREMOVE-067A","WildStar64.exe","","ServerPathSoldierTowerDefenseUnitRemove","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PlayerPath/ServerPathSoldierTowerDefenseUnitRemove.cs","ServerPathSoldierTowerDefenseUnitRemove","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
