"opcode","hex","direction","coverageStatus","decodeState","aliasCount","aliasOpcodes","modelCount","handlerCount","readableModelCount","writableModelCount","placeholderModeled","comment","modelTypes","modelPaths","handlerTypes","handlerPaths"
"ServerRecruitmentGuildDemands","0x0768","Server","modeled","named","1","ServerRecruitmentGuildDemands","1","0","0","1","False","","ServerRecruitmentGuildDemands","Source/NexusForever.Network.World/Message/Model/Guild/ServerRecruitmentGuildDemands.cs","",""
"ServerRecruitmentGuildDescription","0x0769","Server","modeled","named","1","ServerRecruitmentGuildDescription","1","0","0","1","False","","ServerRecruitmentGuildDescription","Source/NexusForever.Network.World/Message/Model/Guild/ServerRecruitmentGuildDescription.cs","",""
"ServerRecruitmentGuildDetails","0x076A","Server","modeled","named","1","ServerRecruitmentGuildDetails","1","0","0","1","False","","ServerRecruitmentGuildDetails","Source/NexusForever.Network.World/Message/Model/Guild/ServerRecruitmentGuildDetails.cs","",""
"ServerRecruitmentGuildsUpdate","0x076B","Server","modeled","named","1","ServerRecruitmentGuildsUpdate","1","0","0","1","False","","ServerRecruitmentGuildsUpdate","Source/NexusForever.Network.World/Message/Model/Guild/ServerRecruitmentGuildsUpdate.cs","",""
"ServerRecruitmentGuildMinLevel","0x076C","Server","modeled","named","1","ServerRecruitmentGuildMinLevel","1","0","0","1","False","","ServerRecruitmentGuildMinLevel","Source/NexusForever.Network.World/Message/Model/Guild/ServerRecruitmentGuildMinLevel.cs","",""
"ServerRecruitmentGuildsRecruiters","0x076D","Server","modeled","named","1","ServerRecruitmentGuildsRecruiters","1","0","0","1","False","","ServerRecruitmentGuildsRecruiters","Source/NexusForever.Network.World/Message/Model/Guild/ServerRecruitmentGuildsRecruiters.cs","",""
"ClientRecruitmentGuildGetDetailedGuildInfo","0x076E","Client","handled","named","1","ClientRecruitmentGuildGetDetailedGuildInfo","1","1","1","0","False","","ClientRecruitmentGuildGetDetailedGuildInfo","Source/NexusForever.Network.World/Message/Model/Guild/ClientRecruitmentGuildGetDetailedGuildInfo.cs","ClientRecruitmentGuildGetDetailedGuildInfoHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientRecruitmentGuildGetDetailedGuildInfoHandler.cs"
"ClientRecruitmentGuildSubscribe","0x076F","Client","handled","named","1","ClientRecruitmentGuildSubscribe","1","1","1","0","False","","ClientRecruitmentGuildSubscribe","Source/NexusForever.Network.World/Message/Model/Guild/ClientRecruitmentGuildSubscribe.cs","ClientRecruitmentGuildSubscribeHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientRecruitmentGuildSubscribeHandler.cs"
"ServerRecruitmentAuxFourUInt32","0x077E","Server","modeled","named","1","ServerRecruitmentAuxFourUInt32","1","0","0","1","False","four uint32 fields; recruitment/pet boundary cluster","ServerRecruitmentAuxFourUInt32","Source/NexusForever.Network.World/Message/Model/ServerClusterAuxPackets.cs","",""
"ServerPetDespawned","0x077F","Server","modeled","named","1","ServerPetDespawned","1","0","0","1","False","","ServerPetDespawned","Source/NexusForever.Network.World/Message/Model/Pet/ServerPetDespawned.cs","",""
"ClientCharacterRename","0x0786","Client","handled","named","1","ClientCharacterRename","1","1","1","0","False","","ClientCharacterRename","Source/NexusForever.Network.World/Message/Model/Pregame/ClientCharacterRename.cs","ClientCharacterRenameHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Character/ClientCharacterRenameHandler.cs"
"ClientHousingCommunityRename","0x0788","Client","handled","named","1","ClientHousingCommunityRename","1","1","1","0","False","","ClientHousingCommunityRename","Source/NexusForever.Network.World/Message/Model/ClientHousingCommunityRename.cs","ClientHousingCommunityRenameHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingCommunityRenameHandler.cs"
"ServerHousingCommunityRenameResult","0x078C","Server","modeled","named","1","ServerHousingCommunityRenameResult","1","0","0","1","False","","ServerHousingCommunityRenameResult","Source/NexusForever.Network.World/Message/Model/ServerHousingCommunityRenameResult.cs","",""
"ClientTitleSet","0x078E","Client","handled","named","1","ClientTitleSet","1","1","1","0","False","","ClientTitleSet","Source/NexusForever.Network.World/Message/Model/ClientTitleSet.cs","ClientTitleSetHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Entity/Player/ClientTitleSetHandler.cs"
"ClientDailyLoginClaimReward","0x078F","Client","handled","named","1","ClientDailyLoginClaimReward","1","1","1","0","False","FUN_1400070f0 sends zero-byte payload","ClientDailyLoginClaimReward","Source/NexusForever.Network.World/Message/Model/ClientDailyLoginClaimReward.cs","ClientDailyLoginClaimRewardHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Account/ClientAccountTerminalHandlers.cs"
"ClientAccountRedeemCoupon","0x0790","Client","handled","named","1","ClientAccountRedeemCoupon","1","1","1","0","False","wide-string coupon; wire/handler verified; native client sender still unlabeled","ClientAccountRedeemCoupon","Source/NexusForever.Network.World/Message/Model/ClientAccountRedeemCoupon.cs","ClientAccountRedeemCouponHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Account/ClientAccountTerminalHandlers.cs"
"ClientFortuneNotifyGame","0x0793","Client","handled","named","1","ClientFortuneNotifyGame","1","1","1","0","False","","ClientFortuneNotifyGame","Source/NexusForever.Network.World/Message/Model/Fortune/ClientFortuneNotifyGame.cs","ClientFortuneNotifyGameHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Fortune/ClientFortuneNotifyGameHandler.cs"
"ClientLeaderboardPvpRequest","0x0799","Client","handled","named","1","ClientLeaderboardPvpRequest","1","1","1","0","False","","ClientLeaderboardPvpRequest","Source/NexusForever.Network.World/Message/Model/Leaderboard/ClientLeaderboardPvpRequest.cs","ClientLeaderboardPvpRequestHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Leaderboard/ClientLeaderboardPvpRequestHandler.cs"
"ClientLeaderboardPveRequest","0x079A","Client","handled","named","1","ClientLeaderboardPveRequest","1","1","1","0","False","","ClientLeaderboardPveRequest","Source/NexusForever.Network.World/Message/Model/Leaderboard/ClientLeaderboardPveRequest.cs","ClientLeaderboardPveRequestHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Leaderboard/ClientLeaderboardPveRequestHandler.cs"
"ServerNewRealm","0x07A1","Server","modeled","named","1","ServerNewRealm","1","0","0","1","False","","ServerNewRealm","Source/NexusForever.Network.World/Message/Model/Pregame/ServerNewRealm.cs","",""
"ClientRealmList","0x07A4","Client","handled","named","1","ClientRealmList","1","1","1","0","False","","ClientRealmList","Source/NexusForever.Network.World/Message/Model/Pregame/ClientRealmList.cs","ClientRealmListHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Character/ClientRealmListHandler.cs"
"ClientReplayLevelUp","0x07A5","Client","handled","named","1","ClientReplayLevelUp","1","1","1","0","False","replay-level request carrying the desired level","ClientReplayLevelUp","Source/NexusForever.Network.World/Message/Model/ClientReplayLevelUp.cs","ClientReplayLevelHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Entity/Player/ClientReplayLevelHandler.cs"
"ClientResetInstances","0x07B4","Client","handled","named","1","ClientResetInstances","1","1","1","0","False","","ClientResetInstances","Source/NexusForever.Network.World/Message/Model/Instance/ClientResetInstances.cs","ClientResetInstancesHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Instance/ClientResetInstancesHandler.cs"
"Client0x07B6","0x07B6","Client","handled","named","1","Client0x07B6","1","1","1","0","False","0x20-byte payload; semantics unresolved","Client0x07B6","Source/NexusForever.Network.World/Message/Model/ClientUnresolvedDiagnosticPackets.cs","Client0x07B6Handler","Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientUnresolvedDiagnosticHandlers.cs"
"ClientAccountItemReturnPendingItemGroup","0x07C6","Client","handled","named","1","ClientAccountItemReturnPendingItemGroup","1","1","1","0","False","","ClientAccountItemReturnPendingItemGroup","Source/NexusForever.Network.World/Message/Model/ClientAccountItemReturnPendingItemGroup.cs","ClientAccountItemReturnPendingItemGroupHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Account/ClientAccountItemHandlers.cs"
"ServerRewardRotationEntryStateUpsert","0x07C7","Server","modeled","named","1","ServerRewardRotationEntryStateUpsert","1","0","0","1","False","inference: lowest delta opcode → add/upsert entry-state row","ServerRewardRotationEntryStateUpsert","Source/NexusForever.Network.World/Message/Model/ServerRewardRotationEntryStateUpsert.cs","",""
"ServerRewardRotationEntryStateArray","0x07C8","Server","modeled","named","1","ServerRewardRotationEntryStateArray","1","0","0","1","False","","ServerRewardRotationEntryStateArray","Source/NexusForever.Network.World/Message/Model/ServerRewardRotationEntryStateArray.cs","",""
"ServerRewardRotationEntryStateUpdate","0x07C9","Server","modeled","named","1","ServerRewardRotationEntryStateUpdate","1","0","0","1","False","inference: middle delta opcode → update entry-state row","ServerRewardRotationEntryStateUpdate","Source/NexusForever.Network.World/Message/Model/ServerRewardRotationEntryStateUpdate.cs","",""
"ServerRewardRotationScheduleArray","0x07CA","Server","modeled","named","1","ServerRewardRotationScheduleArray","1","0","0","1","False","","ServerRewardRotationScheduleArray","Source/NexusForever.Network.World/Message/Model/ServerRewardRotationScheduleArray.cs","",""
"ServerRewardRotationEntryStateRemove","0x07CB","Server","modeled","named","1","ServerRewardRotationEntryStateRemove","1","0","0","1","False","inference: highest delta opcode → remove entry-state row","ServerRewardRotationEntryStateRemove","Source/NexusForever.Network.World/Message/Model/ServerRewardRotationEntryStateRemove.cs","",""
"ClientRewardUpdateRequest","0x07CC","Client","handled","named","1","ClientRewardUpdateRequest","1","1","1","0","False","","ClientRewardUpdateRequest","Source/NexusForever.Network.World/Message/Model/ClientRewardUpdateRequest.cs","ClientRewardUpdateRequestHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Reward/ClientRewardUpdateRequestHandler.cs"
"ServerRewardRotationContentContext","0x07CD","Server","modeled","named","1","ServerRewardRotationContentContext","1","0","0","1","False","0x28-byte payload; consumer semantics unresolved","ServerRewardRotationContentContext","Source/NexusForever.Network.World/Message/Model/ServerRewardRotationContentContext.cs","",""
"ClientGenericMapNodeRequest","0x07CF","Client","handled","named","1","ClientGenericMapNodeRequest","1","1","1","0","False","GenericMapNodeChoose sends missing node id before local GenericFloater","ClientGenericMapNodeRequest","Source/NexusForever.Network.World/Message/Model/Map/ClientGenericMapNodeRequest.cs","ClientGenericMapNodeRequestHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Map/ClientGenericMapHandlers.cs"
"ServerRewardRotationContentContextArray","0x07D3","Server","modeled","named","1","ServerRewardRotationContentContextArray","1","0","0","1","False","count + count * 0x28-byte content-context rows","ServerRewardRotationContentContextArray","Source/NexusForever.Network.World/Message/Model/ServerRewardRotationContentContextArray.cs","",""
"ServerAuctionsByFilterAux","0x07D5","Server","modeled","named","1","ServerAuctionsByFilterAux","1","0","0","0","False","0x14-byte auctions-by-filter cluster aux","ServerAuctionsByFilterAux","Source/NexusForever.Network.World/Message/Model/ServerClusterAuxPackets.cs","",""
"ClientAuctionsByFilterRequest","0x07DC","Client","handled","named","1","ClientAuctionsByFilterRequest","1","1","1","0","False","","ClientAuctionsByFilterRequest","Source/NexusForever.Network.World/Message/Model/Marketplace/ClientAuctionsByFilterRequest.cs","ClientAuctionsByFilterRequestHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Marketplace/ClientMarketplaceHandlers.cs"
"ClientCharacterSelect","0x07DD","Client","handled","named","1","ClientCharacterSelect","1","1","1","0","False","","ClientCharacterSelect","Source/NexusForever.Network.World/Message/Model/Pregame/ClientCharacterSelect.cs","CharacterSelectHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Character/CharacterSelectHandler.cs"
"ClientSelectRealm","0x07DF","Client","handled","named","1","ClientSelectRealm","1","1","1","0","False","","ClientSelectRealm","Source/NexusForever.Network.World/Message/Model/Pregame/ClientSelectRealm.cs","ClientSelectRealmHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Character/ClientSelectRealmHandler.cs"
"ClientCharacterList","0x07E0","Client","handled","named","1","ClientCharacterList","1","1","1","0","False","","ClientCharacterList","Source/NexusForever.Network.World/Message/Model/Pregame/ClientCharacterList.cs","CharacterListHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Character/CharacterListHandler.cs"
"Client0x07E3","0x07E3","Client","handled","named","1","Client0x07E3","1","1","1","0","False","single 32-bit payload field; semantics unresolved","Client0x07E3","Source/NexusForever.Network.World/Message/Model/ClientUnresolvedDiagnosticPackets.cs","Client0x07E3Handler","Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientUnresolvedDiagnosticHandlers.cs"
"ServerDestinationArrowClear","0x07E4","Server","modeled","named","1","ServerDestinationArrowClear","1","0","0","1","False","","ServerDestinationArrowClear","Source/NexusForever.Network.World/Message/Model/Map/ServerDestinationArrowClear.cs","",""
"ServerDestinationArrowSet","0x07E5","Server","modeled","named","1","ServerDestinationArrowSet","1","0","0","1","False","","ServerDestinationArrowSet","Source/NexusForever.Network.World/Message/Model/Map/ServerDestinationArrowSet.cs","",""
"ClientEntityInteract","0x07EA","Client","handled","named","1","ClientEntityInteract","1","1","1","0","False","","ClientEntityInteract","Source/NexusForever.Network.World/Message/Model/ClientEntityInteract.cs","ClientEntityInteractionHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Entity/ClientEntityInteractionHandler.cs"
"ClientPetCustomisation","0x07ED","Client","handled","named","1","ClientPetCustomisation","1","1","1","0","False","","ClientPetCustomisation","Source/NexusForever.Network.World/Message/Model/Pet/ClientPetCustomisation.cs","ClientPetCustomisationHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Pet/ClientPetCustomisationHandler.cs"
"ServerLootNotify","0x07F2","Server","modeled","named","1","ServerLootNotify","1","0","0","1","False","","ServerLootNotify","Source/NexusForever.Network.World/Message/Model/Loot/ServerLootNotify.cs","",""
"ServerSpellGo","0x07F4","Server","modeled","named","1","ServerSpellGo","1","0","0","1","False","","ServerSpellGo","Source/NexusForever.Network.World/Message/Model/ServerSpellGo.cs","",""
"ServerSpellCastTargetUnit","0x07F5","Server","modeled","named","1","ServerSpellCastTargetUnit","1","0","0","1","False","spell broadcast target unit triplet after 0x07F4/0x07FF","ServerSpellCastTargetUnit","Source/NexusForever.Network.World/Message/Model/ServerSpellCastTargetUnit.cs","",""
"ServerSpellEffectDamage","0x07F6","Server","modeled","named","1","ServerSpellEffectDamage","1","0","0","1","False","spell effect damage payload with combat-result detail","ServerSpellEffectDamage","Source/NexusForever.Network.World/Message/Model/ServerSpellEffectDamage.cs","",""
"ServerSpellCastTargetUnit2","0x07F7","Server","modeled","named","1","ServerSpellCastTargetUnit2","1","0","0","1","False","second spell broadcast target unit triplet after 0x07F4/0x07FF","ServerSpellCastTargetUnit2","Source/NexusForever.Network.World/Message/Model/ServerSpellCastTargetUnit2.cs","",""
"ServerSpellEffectNestedTargets","0x07F8","Server","modeled","named","1","ServerSpellEffectNestedTargets","1","0","0","1","False","nested spell effect target-detail broadcast","ServerSpellEffectNestedTargets","Source/NexusForever.Network.World/Message/Model/ServerSpellEffectNestedTargets.cs","",""
"ServerSpellCastCancel","0x07F9","Server","modeled","named","1","ServerSpellCastCancel","1","0","0","1","False","live cast cancel notification","ServerSpellCastCancel","Source/NexusForever.Network.World/Message/Model/ServerSpellCastCancel.cs","",""
"ServerSpellCastTargetStatus","0x07FA","Server","modeled","named","1","ServerSpellCastTargetStatus","1","0","0","1","False","spell cast target status triplet","ServerSpellCastTargetStatus","Source/NexusForever.Network.World/Message/Model/ServerSpellCastTargetStatus.cs","",""
"ServerSpellCastTargetReport","0x07FB","Server","modeled","named","1","ServerSpellCastTargetReport","1","0","0","1","False","spell cast target report list","ServerSpellCastTargetReport","Source/NexusForever.Network.World/Message/Model/ServerSpellCastTargetReport.cs","",""
"ServerSpellCastResult","0x07FC","Server","modeled","named","1","ServerSpellCastResult","1","0","0","1","False","","ServerSpellCastResult","Source/NexusForever.Network.World/Message/Model/ServerSpellCastResult.cs","",""
"ServerSpellCastPositionSync","0x07FD","Server","modeled","named","1","ServerSpellCastPositionSync","1","0","0","1","False","position and telegraph sync follow-up","ServerSpellCastPositionSync","Source/NexusForever.Network.World/Message/Model/ServerSpellCastPositionSync.cs","",""
"ServerSpellFinish","0x07FE","Server","modeled","named","1","ServerSpellFinish","1","0","0","1","False","","ServerSpellFinish","Source/NexusForever.Network.World/Message/Model/ServerSpellFinish.cs","",""
"ServerSpellStart","0x07FF","Server","modeled","named","1","ServerSpellStart","1","0","0","1","False","","ServerSpellStart","Source/NexusForever.Network.World/Message/Model/ServerSpellStart.cs","",""
"ClientSpellStopCast","0x0801","Client","handled","named","1","ClientSpellStopCast","1","1","1","0","False","","ClientSpellStopCast","Source/NexusForever.Network.World/Message/Model/ClientSpellStopCast.cs","ClientSpellStopCastHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Spell/ClientSpellStopCastHandler.cs"
"ClientCancelEffect","0x0802","Client","handled","named","1","ClientCancelEffect","1","1","1","0","False","","ClientCancelEffect","Source/NexusForever.Network.World/Message/Model/ClientCancelEffect.cs","ClientCancelEffectHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Spell/ClientCancelEffectHandler.cs"
"ServerCooldown","0x0804","Server","modeled","named","1","ServerCooldown","1","0","0","1","False","","ServerCooldown","Source/NexusForever.Network.World/Message/Model/ServerCooldown.cs","",""
"ServerSpellUInt32TripletList","0x080F","Server","modeled","named","1","ServerSpellUInt32TripletList","1","0","0","1","False","count + uint32 triplet rows; semantics unresolved","ServerSpellUInt32TripletList","Source/NexusForever.Network.World/Message/Model/ServerSpellUInt32TripletList.cs","",""
"ServerSpellUInt32TripletListVariant","0x0810","Server","modeled","named","1","ServerSpellUInt32TripletListVariant","1","0","0","1","False","shares 0x080F reader; semantics unresolved","ServerSpellUInt32TripletListVariant","Source/NexusForever.Network.World/Message/Model/ServerSpellUInt32TripletList.cs","",""
"ServerSpellCastTargetList","0x0811","Server","modeled","named","1","ServerSpellCastTargetList","1","0","0","1","False","spell broadcast casting-id target list","ServerSpellCastTargetList","Source/NexusForever.Network.World/Message/Model/ServerSpellCastTargetList.cs","",""
"ServerSpellFourUInt32","0x0812","Server","modeled","named","1","ServerSpellFourUInt32","1","0","0","1","False","four uint32 fields; semantics unresolved","ServerSpellFourUInt32","Source/NexusForever.Network.World/Message/Model/ServerSpellFourUInt32.cs","",""
"ServerSpellBuffRemove","0x0813","Server","modeled","named","1","ServerSpellBuffRemove","1","0","0","1","False","","ServerSpellBuffRemove","Source/NexusForever.Network.World/Message/Model/ServerSpellBuffRemove.cs","",""
"ServerSpellThresholdClear","0x0814","Server","modeled","named","1","ServerSpellThresholdClear","1","0","0","1","False","Spell4 id plus one flag; consumer SpellThreshold_HandleClear @ 1403bed60","ServerSpellThresholdClear","Source/NexusForever.Network.World/Message/Model/ServerSpellThresholdClear.cs","",""
"ServerSpellThresholdSpell4","0x0815","Server","modeled","named","1","ServerSpellThresholdSpell4","1","0","0","1","False","single Spell4 id; consumer SpellThreshold_HandleClear @ 1403bed60","ServerSpellThresholdSpell4","Source/NexusForever.Network.World/Message/Model/ServerSpellThresholdSpell4.cs","",""
"ServerSpellThresholdStart","0x0816","Server","modeled","named","1","ServerSpellThresholdStart","1","0","0","1","False","three Spell4 ids plus casting id; consumer SpellThreshold_HandleStart @ 1403be940","ServerSpellThresholdStart","Source/NexusForever.Network.World/Message/Model/ServerSpellThresholdStart.cs","",""
"ServerSpellThresholdUpdate","0x0817","Server","modeled","named","1","ServerSpellThresholdUpdate","1","0","0","1","False","Spell4 id plus threshold stage byte; consumer SpellThreshold_HandleUpdate @ 1403bea90","ServerSpellThresholdUpdate","Source/NexusForever.Network.World/Message/Model/ServerSpellThresholdUpdate.cs","",""
"ServerSpellWrapperTierEntry","0x0818","Server","modeled","named","1","ServerSpellWrapperTierEntry","1","0","0","1","False","slot/index plus spell-list tier entry; wrapper tier-entry apply path @ 1403ee403","ServerSpellWrapperTierEntry","Source/NexusForever.Network.World/Message/Model/ServerSpellWrapperTierEntry.cs","",""
"ServerSpellWrapperNodeRemove","0x0819","Server","modeled","named","1","ServerSpellWrapperNodeRemove","1","0","0","1","False","node entity id plus spell-wrapper id; wrapper prune path @ 1403ee3af","ServerSpellWrapperNodeRemove","Source/NexusForever.Network.World/Message/Model/ServerSpellWrapperNodeRemove.cs","",""
"ClientSpline2NodeData","0x081A","Client","handled","named","1","ClientSpline2NodeData","1","1","1","0","False","client Spline2 node data with counted 10-uint records","ClientSpline2NodeData","Source/NexusForever.Network.World/Message/Model/ClientSpline2NodeData.cs","ClientSpline2NodeDataHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientSpline2DataHandlers.cs"
"ClientSpline2NodePositionData","0x081B","Client","handled","named","1","ClientSpline2NodePositionData","1","1","1","0","False","client Spline2 node position data with counted uint payload","ClientSpline2NodePositionData","Source/NexusForever.Network.World/Message/Model/ClientSpline2NodePositionData.cs","ClientSpline2NodePositionDataHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientSpline2DataHandlers.cs"
"ClientSpline2DataRequest","0x081C","Client","handled","named","1","ClientSpline2DataRequest","1","1","1","0","False","client Spline2 id request","ClientSpline2DataRequest","Source/NexusForever.Network.World/Message/Model/ClientSpline2DataRequest.cs","ClientSpline2DataRequestHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientSpline2DataHandlers.cs"
"ClientSpline2Request","0x081D","Client","handled","named","1","ClientSpline2Request","1","1","1","0","False","periodic stale Spline2 id request","ClientSpline2Request","Source/NexusForever.Network.World/Message/Model/ClientSpline2Request.cs","ClientSpline2RequestHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientSpline2RequestHandler.cs"
"ClientSteamAchievements","0x0823","Client","handled","named","1","ClientSteamAchievements","1","1","1","0","False","","ClientSteamAchievements","Source/NexusForever.Network.World/Message/Model/Achievement/ClientSteamAchievements.cs","ClientSteamAchievementsHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientSteamAchievementsHandler.cs"
"ClientStorefrontPurchaseAccount","0x0828","Client","handled","named","1","ClientStorefrontPurchaseAccount","1","1","1","0","False","","ClientStorefrontPurchaseAccount","Source/NexusForever.Network.World/Message/Model/ClientStorefrontPurchaseAccount.cs","ClientStorefrontPurchaseAccountHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Account/ClientStorefrontPurchaseHandlers.cs"
"ClientStorefrontPurchaseCharacter","0x082A","Client","handled","named","1","ClientStorefrontPurchaseCharacter","1","1","1","0","False","","ClientStorefrontPurchaseCharacter","Source/NexusForever.Network.World/Message/Model/ClientStorefrontPurchaseCharacter.cs","ClientStorefrontPurchaseCharacterHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Account/ClientStorefrontPurchaseHandlers.cs"
"ClientStorefrontRequestCatalog","0x082D","Client","handled","named","1","ClientStorefrontRequestCatalog","1","1","1","0","False","","ClientStorefrontRequestCatalog","Source/NexusForever.Network.World/Message/Model/ClientStorefrontRequestCatalog.cs","ClientStorefrontRequestCatalogHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Account/ClientStorefrontRequestCatalogHandler.cs"
"ClientStorefrontPurchaseVirtualCurrencyPackage","0x082E","Client","handled","named","1","ClientStorefrontPurchaseVirtualCurrencyPackage","1","1","1","0","False","","ClientStorefrontPurchaseVirtualCurrencyPackage","Source/NexusForever.Network.World/Message/Model/ClientStorefrontPurchaseVirtualCurrencyPackage.cs","ClientStorefrontPurchaseVirtualCurrencyPackageHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Account/ClientStorefrontPurchaseVirtualCurrencyPackageHandler.cs"
"ClientSummonVanityPet","0x082F","Client","handled","named","1","ClientSummonVanityPet","1","1","1","0","False","","ClientSummonVanityPet","Source/NexusForever.Network.World/Message/Model/ClientSummonVanityPet.cs","ClientSummonVanityPetHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Pet/ClientSummonVanityPetHandler.cs"
"ClientReportBug","0x0830","Client","handled","named","1","ClientReportBug","1","1","1","0","False","","ClientReportBug","Source/NexusForever.Network.World/Message/Model/Support/ClientReportBug.cs","ClientReportBugHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Support/ClientSupportHandlers.cs"
"ClientStuck","0x0831","Client","handled","named","1","ClientStuck","1","1","1","0","False","","ClientStuck","Source/NexusForever.Network.World/Message/Model/Support/ClientStuck.cs","ClientStuckHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Support/ClientSupportHandlers.cs"
"ClientSuggest","0x0833","Client","handled","named","1","ClientSuggest","1","1","1","0","False","","ClientSuggest","Source/NexusForever.Network.World/Message/Model/Support/ClientSuggest.cs","ClientSuggestHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Support/ClientSupportHandlers.cs"
"ClientAccountItemTake","0x0839","Client","handled","named","1","ClientAccountItemTake","1","1","1","0","False","","ClientAccountItemTake","Source/NexusForever.Network.World/Message/Model/ClientAccountItemTake.cs","ClientAccountItemTakeHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Account/ClientAccountItemHandlers.cs"
"ServerLoadingScreen","0x083C","Server","modeled","named","1","ServerLoadingScreen","1","0","0","1","False","","ServerLoadingScreen","Source/NexusForever.Network.World/Message/Model/ServerLoadingScreen.cs","",""
"ServerTimeOfDay","0x0845","Server","modeled","named","1","ServerTimeOfDay","1","0","0","1","False","","ServerTimeOfDay","Source/NexusForever.Network.World/Message/Model/Info/ServerTimeOfDay.cs","",""
"ServerTimeOfDayAuxUInt32","0x0846","Server","modeled","named","1","ServerTimeOfDayAuxUInt32","1","0","0","0","False","4-byte time-of-day cluster aux","ServerTimeOfDayAuxUInt32","Source/NexusForever.Network.World/Message/Model/ServerClusterAuxPackets.cs","",""
"ServerMapTrackedUnitDisable","0x0848","Server","modeled","named","1","ServerMapTrackedUnitDisable","1","0","0","1","False","","ServerMapTrackedUnitDisable","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerMapTrackedUnitDisable.cs","",""
"ServerMapTrackedUnitUpdate","0x0849","Server","modeled","named","1","ServerMapTrackedUnitUpdate","1","0","0","1","False","","ServerMapTrackedUnitUpdate","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerMapTrackedUnitUpdate.cs","",""
"ClientCraftingAdditive","0x084A","Client","handled","named","1","ClientCraftingAdditive","1","1","1","0","False","","ClientCraftingAdditive","Source/NexusForever.Network.World/Message/Model/Crafting/ClientCraftingAdditive.cs","ClientCraftingAdditiveHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Crafting/ClientCraftingRuneHandlers.cs"
"ServerCraftingAuxSixUInt32","0x084B","Server","modeled","named","1","ServerCraftingAuxSixUInt32","1","0","0","1","False","6x uint32; reader 1400a3af0","ServerCraftingAuxSixUInt32","Source/NexusForever.Network.World/Message/Model/Crafting/ServerCraftingAuxPackets.cs","",""
"ServerProfessionModifiers","0x084C","Server","modeled","named","1","ServerProfessionModifiers","1","0","0","1","False","","ServerProfessionModifiers","Source/NexusForever.Network.World/Message/Model/Crafting/ServerProfessionModifiers.cs","",""
"ClientCraftingAbandon","0x084D","Client","handled","named","1","ClientCraftingAbandon","1","1","1","0","False","","ClientCraftingAbandon","Source/NexusForever.Network.World/Message/Model/Crafting/ClientCraftingAbandon.cs","ClientCraftingAbandonHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Crafting/ClientCraftingRuneHandlers.cs"
"ClientTradeskillPickTalent","0x084E","Client","handled","named","1","ClientTradeskillPickTalent","1","1","1","0","False","","ClientTradeskillPickTalent","Source/NexusForever.Network.World/Message/Model/Crafting/ClientTradeskillPickTalent.cs","ClientTradeskillPickTalentHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Crafting/ClientTradeskillHandlers.cs"
