quest_id,name,bucket,evidence_status,completion_status,world_zone_id,quest_category_id,quest_group_id,quest_type,quest_subtype_id,content_finder_type,faction_enum,con_level,prereq_level,prereq_flags,prereq_quest_ids,quest_exclusion_ids,prerequisite_id,objective_ids,objective_types,objective_data_type_data_count,quest2_reward_ids,quest2_reward_types,pushed_items,virtual_pushed_items,quest_virtual_loot_groups,related_achievement_ids,script_paths,evidence_sources,manual_validation,blocker_summary
10260,Work Order: Apprentice Capstone Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,137,53,0,5,120,0,0,25,10,0,,10257,39126,20400,31,20400:31:597:1,8990;9230,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10260 (Work Order: Apprentice Capstone Armor) with WorldZone 137, category 53, type 5, subtype 120, conLevel 25, preqLevel 10, Prerequisite 39126, excluded quests 10257, objectives 20400, objective types 31, objective data/type/count 20400:31:597:1, Quest2Reward rows 8990;9230, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10261,Work Order: Journeyman Capstone Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,936,53,0,5,120,0,0,30,10,0,,10262,39127,20401,31,20401:31:598:1,9037;9277,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10261 (Work Order: Journeyman Capstone Armor) with WorldZone 936, category 53, type 5, subtype 120, conLevel 30, preqLevel 10, Prerequisite 39127, excluded quests 10262, objectives 20401, objective types 31, objective data/type/count 20401:31:598:1, Quest2Reward rows 9037;9277, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10262,Work Order: Journeyman Capstone Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1402,53,0,5,120,0,0,35,10,0,,10261,39127,20402,31,20402:31:599:1,9038;9278,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10262 (Work Order: Journeyman Capstone Armor) with WorldZone 1402, category 53, type 5, subtype 120, conLevel 35, preqLevel 10, Prerequisite 39127, excluded quests 10261, objectives 20402, objective types 31, objective data/type/count 20402:31:599:1, Quest2Reward rows 9038;9278, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10263,Work Order: Artisan Capstone Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,377,53,0,5,120,0,0,40,10,0,,,39128,20403,31,20403:31:600:1,9068;9308,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10263 (Work Order: Artisan Capstone Armor) with WorldZone 377, category 53, type 5, subtype 120, conLevel 40, preqLevel 10, Prerequisite 39128, objectives 20403, objective types 31, objective data/type/count 20403:31:600:1, Quest2Reward rows 9068;9308, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10264,Work Order: Expert Capstone Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,2033,53,0,5,120,0,0,45,10,0,,,39379,20404,31,20404:31:601:1,9092;9332,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10264 (Work Order: Expert Capstone Armor) with WorldZone 2033, category 53, type 5, subtype 120, conLevel 45, preqLevel 10, Prerequisite 39379, objectives 20404, objective types 31, objective data/type/count 20404:31:601:1, Quest2Reward rows 9092;9332, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10265,Work Order: Master Datascape Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,122,53,0,5,120,0,0,50,10,0,,,39130,20405,31,20405:31:602:1,9107;9347,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10265 (Work Order: Master Datascape Armor) with WorldZone 122, category 53, type 5, subtype 120, conLevel 50, preqLevel 10, Prerequisite 39130, objectives 20405, objective types 31, objective data/type/count 20405:31:602:1, Quest2Reward rows 9107;9347, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10266,Work Order: Novice Capstone Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,2191,53,0,5,120,0,1,10,10,0,,10268;10269,37403,20406,31,20406:31:603:1,8938;9178,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10266 (Work Order: Novice Capstone Armor) with WorldZone 2191, category 53, type 5, subtype 120, faction 1, conLevel 10, preqLevel 10, Prerequisite 37403, excluded quests 10268;10269, objectives 20406, objective types 31, objective data/type/count 20406:31:603:1, Quest2Reward rows 8938;9178, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10267,Work Order: Apprentice Capstone Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,2191,53,0,5,120,0,1,15,10,0,,10270,39126,20407,31,20407:31:604:1,8991;9231,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10267 (Work Order: Apprentice Capstone Armor) with WorldZone 2191, category 53, type 5, subtype 120, faction 1, conLevel 15, preqLevel 10, Prerequisite 39126, excluded quests 10270, objectives 20407, objective types 31, objective data/type/count 20407:31:604:1, Quest2Reward rows 8991;9231, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10268,Work Order: Novice Capstone Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,483,53,0,5,120,0,1,10,10,0,,10266;10269,37403,20408,31,20408:31:605:1,8939;9179,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10268 (Work Order: Novice Capstone Armor) with WorldZone 483, category 53, type 5, subtype 120, faction 1, conLevel 10, preqLevel 10, Prerequisite 37403, excluded quests 10266;10269, objectives 20408, objective types 31, objective data/type/count 20408:31:605:1, Quest2Reward rows 8939;9179, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10269,Work Order: Novice Capstone Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,37,53,0,5,120,0,1,10,10,0,,10266;10268,37403,20409,31,20409:31:606:1,8940;9180,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10269 (Work Order: Novice Capstone Armor) with WorldZone 37, category 53, type 5, subtype 120, faction 1, conLevel 10, preqLevel 10, Prerequisite 37403, excluded quests 10266;10268, objectives 20409, objective types 31, objective data/type/count 20409:31:606:1, Quest2Reward rows 8940;9180, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10270,Work Order: Apprentice Capstone Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,137,53,0,5,120,0,1,25,10,0,,10267,39126,20410,31,20410:31:607:1,8992;9232,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10270 (Work Order: Apprentice Capstone Armor) with WorldZone 137, category 53, type 5, subtype 120, faction 1, conLevel 25, preqLevel 10, Prerequisite 39126, excluded quests 10267, objectives 20410, objective types 31, objective data/type/count 20410:31:607:1, Quest2Reward rows 8992;9232, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10271,Work Order: Journeyman Capstone Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,936,53,0,5,120,0,1,30,10,0,,10272,39127,20411,31,20411:31:608:1,9039;9279,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10271 (Work Order: Journeyman Capstone Armor) with WorldZone 936, category 53, type 5, subtype 120, faction 1, conLevel 30, preqLevel 10, Prerequisite 39127, excluded quests 10272, objectives 20411, objective types 31, objective data/type/count 20411:31:608:1, Quest2Reward rows 9039;9279, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10272,Work Order: Journeyman Capstone Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1402,53,0,5,120,0,1,35,10,0,,10271,39127,20412,31,20412:31:609:1,9040;9280,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10272 (Work Order: Journeyman Capstone Armor) with WorldZone 1402, category 53, type 5, subtype 120, faction 1, conLevel 35, preqLevel 10, Prerequisite 39127, excluded quests 10271, objectives 20412, objective types 31, objective data/type/count 20412:31:609:1, Quest2Reward rows 9040;9280, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10273,Work Order: Artisan Capstone Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,377,53,0,5,120,0,1,40,10,0,,,39128,20413,31,20413:31:610:1,9069;9309,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10273 (Work Order: Artisan Capstone Armor) with WorldZone 377, category 53, type 5, subtype 120, faction 1, conLevel 40, preqLevel 10, Prerequisite 39128, objectives 20413, objective types 31, objective data/type/count 20413:31:610:1, Quest2Reward rows 9069;9309, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10274,Work Order: Expert Capstone Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,2033,53,0,5,120,0,1,45,10,0,,,39379,20414,31,20414:31:611:1,9093;9333,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10274 (Work Order: Expert Capstone Armor) with WorldZone 2033, category 53, type 5, subtype 120, faction 1, conLevel 45, preqLevel 10, Prerequisite 39379, objectives 20414, objective types 31, objective data/type/count 20414:31:611:1, Quest2Reward rows 9093;9333, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10275,Work Order: Master Datascape Armor,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,2191,53,0,5,120,0,1,50,10,0,,,39130,20415,31,20415:31:612:1,9108;9348,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10275 (Work Order: Master Datascape Armor) with WorldZone 2191, category 53, type 5, subtype 120, faction 1, conLevel 50, preqLevel 10, Prerequisite 39130, objectives 20415, objective types 31, objective data/type/count 20415:31:612:1, Quest2Reward rows 9108;9348, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10276,Beginner Tailor Materials,no_objectives,mapped_only_no_objective_lifecycle_pending_row_specific_dialog_reward_achievement_smoke,not_retail_complete,2191,53,0,5,121,5,1,10,10,0,,7528;6860,8860,,,,8725;8726;8727,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending_or_not_applicable,"Quest2 10276 (Beginner Tailor Materials) with WorldZone 2191, category 53, type 5, subtype 121, contentFinder 5, faction 1, conLevel 10, preqLevel 10, Prerequisite 8860, excluded quests 7528;6860, Quest2Reward rows 8725;8726;8727, reward types 1 is a zero-objective row. Shared QuestManager accept-to-achieved and receiver turn-in lifecycle paths have representative reward and achievement-hook tests, but retail completion still needs quest availability, row-specific receiver/dialog routing, row-specific reward and achievement side effects, and client/manual smoke."
10277,Beginner Armorer Materials,no_objectives,mapped_only_no_objective_lifecycle_pending_row_specific_dialog_reward_achievement_smoke,not_retail_complete,122,53,0,5,113,5,0,10,10,0,,7505;5739,8202,,,,8728;8729;8730,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending_or_not_applicable,"Quest2 10277 (Beginner Armorer Materials) with WorldZone 122, category 53, type 5, subtype 113, contentFinder 5, conLevel 10, preqLevel 10, Prerequisite 8202, excluded quests 7505;5739, Quest2Reward rows 8728;8729;8730, reward types 1 is a zero-objective row. Shared QuestManager accept-to-achieved and receiver turn-in lifecycle paths have representative reward and achievement-hook tests, but retail completion still needs quest availability, row-specific receiver/dialog routing, row-specific reward and achievement side effects, and client/manual smoke."
10278,Basic Heavy Armor Crafting,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,122,53,0,5,113,5,0,10,10,0,10277,7512;7471,8202,20896,33,20896:33:5707:1,8739,4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10278 (Basic Heavy Armor Crafting) with WorldZone 122, category 53, type 5, subtype 113, contentFinder 5, conLevel 10, preqLevel 10, Prerequisite 8202, required quests 10277, excluded quests 7512;7471, objectives 20896, objective types 33, objective data/type/count 20896:33:5707:1, Quest2Reward rows 8739, reward types 4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10279,Work Order: Tailor Training,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,122,53,0,5,121,0,0,10,1,0,,10280;10281,37402,20951,31,20951:31:407:1,8893;9133,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10279 (Work Order: Tailor Training) with WorldZone 122, category 53, type 5, subtype 121, conLevel 10, preqLevel 1, Prerequisite 37402, excluded quests 10280;10281, objectives 20951, objective types 31, objective data/type/count 20951:31:407:1, Quest2Reward rows 8893;9133, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10280,Work Order: Tailor Training,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,13,53,0,5,121,0,0,10,1,0,,10279;10281,37402,20952,31,20952:31:401:1,8894;9134,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10280 (Work Order: Tailor Training) with WorldZone 13, category 53, type 5, subtype 121, conLevel 10, preqLevel 1, Prerequisite 37402, excluded quests 10279;10281, objectives 20952, objective types 31, objective data/type/count 20952:31:401:1, Quest2Reward rows 8894;9134, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10281,Work Order: Tailor Training,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,248,53,0,5,121,0,0,10,1,0,,10280;10279,37402,20953,31,20953:31:404:1,8895;9135,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10281 (Work Order: Tailor Training) with WorldZone 248, category 53, type 5, subtype 121, conLevel 10, preqLevel 1, Prerequisite 37402, excluded quests 10280;10279, objectives 20953, objective types 31, objective data/type/count 20953:31:404:1, Quest2Reward rows 8895;9135, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10282,Work Order: Tailor Training,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,122,53,0,5,121,0,0,10,1,0,,10283,39081,20954,31,20954:31:459:1,8961;9201,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10282 (Work Order: Tailor Training) with WorldZone 122, category 53, type 5, subtype 121, conLevel 10, preqLevel 1, Prerequisite 39081, excluded quests 10283, objectives 20954, objective types 31, objective data/type/count 20954:31:459:1, Quest2Reward rows 8961;9201, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10283,Work Order: Tailor Training,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,137,53,0,5,121,0,0,10,1,0,,10282,39081,20955,31,20955:31:466:1,8962;9202,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10283 (Work Order: Tailor Training) with WorldZone 137, category 53, type 5, subtype 121, conLevel 10, preqLevel 1, Prerequisite 39081, excluded quests 10282, objectives 20955, objective types 31, objective data/type/count 20955:31:466:1, Quest2Reward rows 8962;9202, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10284,Work Order: Tailor Training,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,936,53,0,5,121,0,0,10,1,0,,10285,39082,20956,31,20956:31:472:1,9009;9249,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10284 (Work Order: Tailor Training) with WorldZone 936, category 53, type 5, subtype 121, conLevel 10, preqLevel 1, Prerequisite 39082, excluded quests 10285, objectives 20956, objective types 31, objective data/type/count 20956:31:472:1, Quest2Reward rows 9009;9249, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
10285,Work Order: Tailor Training,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1402,53,0,5,121,0,0,10,1,0,,10284,39082,20957,31,20957:31:478:1,9010;9250,3;4,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 10285 (Work Order: Tailor Training) with WorldZone 1402, category 53, type 5, subtype 121, conLevel 10, preqLevel 1, Prerequisite 39082, excluded quests 10284, objectives 20957, objective types 31, objective data/type/count 20957:31:478:1, Quest2Reward rows 9010;9250, reward types 3;4 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
